time_unix,time_lsl,offset_unix_minus_lsl,read_uncertainty_s
1788107723.234853029,325050.387301625,1787782672.847551346,0.000011921
1788107724.237754583,325051.390205666,1787782672.847548962,0.000010967
1788107725.242825508,325052.395277416,1787782672.847548008,0.000005245
1788107726.247213364,325053.399670875,1787782672.847542524,0.000013113
1788107727.252291441,325054.404750500,1787782672.847540855,0.000009060
1788107728.255693913,325055.408154083,1787782672.847539902,0.000005960
1788107729.259951591,325056.412416583,1787782672.847534895,0.000011206
1788107730.265081406,325057.417548125,1787782672.847533226,0.000009060
1788107731.267531872,325058.420001541,1787782672.847530365,0.000008106
1788107732.272608042,325059.425080666,1787782672.847527266,0.000008106
1788107733.277684927,325060.430160375,1787782672.847524643,0.000008106
1788107734.282773018,325061.435251916,1787782672.847521067,0.000010252
1788107735.284716129,325062.437889500,1787782672.846826553,0.000005960
1788107736.286224842,325063.440105000,1787782672.846119881,0.000007868
1788107737.288876534,325064.443418875,1787782672.845457554,0.000007153
1788107738.290541410,325065.445707083,1787782672.844834328,0.000015259
1788107739.293851852,325066.449597541,1787782672.844254255,0.000005960
1788107740.298380375,325067.454674291,1787782672.843706131,0.000009060
1788107741.301341534,325068.458147791,1787782672.843193769,0.000009060
1788107742.304958820,325069.462244208,1787782672.842714548,0.000004053
1788107743.309582233,325070.467320875,1787782672.842261314,0.000006914
1788107744.311953068,325071.470113000,1787782672.841840029,0.000005960
1788107745.315824509,325072.474382791,1787782672.841441631,0.000010967
1788107746.315873623,325073.474801708,1787782672.841071844,0.000007153
1788107747.318810940,325074.478006291,1787782672.840804577,0.000188112
1788107748.322513580,325075.482118166,1787782672.840395451,0.000006914
1788107749.324749947,325076.484663916,1787782672.840085983,0.000014305
1788107750.326455116,325077.486686416,1787782672.839768648,0.000076056
1788107751.331035614,325078.491505166,1787782672.839530468,0.000006914
1788107752.335906506,325079.496644791,1787782672.839261770,0.000045061
1788107753.339274406,325080.500236125,1787782672.839038372,0.000005007
1788107754.343415022,325081.504604416,1787782672.838810682,0.000015736
1788107755.343872070,325082.505266625,1787782672.838605404,0.000008106
1788107756.346692562,325083.508285291,1787782672.838407278,0.000008821
1788107757.351231575,325084.513007791,1787782672.838223696,0.000005007
1788107758.354919434,325085.516875958,1787782672.838043451,0.000022888
1788107759.357749462,325086.519863083,1787782672.837886333,0.000009298
1788107760.362576962,325087.524842125,1787782672.837734938,0.000005960
1788107761.367538929,325088.529952958,1787782672.837585926,0.000015736
1788107762.372561455,325089.535110666,1787782672.837450743,0.000019073
1788107763.376394033,325090.539069750,1787782672.837324381,0.000015736
1788107764.381392956,325091.544189833,1787782672.837203026,0.000020027
1788107765.384265900,325092.547168541,1787782672.837097406,0.000006199
1788107766.389240265,325093.552248791,1787782672.836991549,0.000006914
1788107767.392148495,325094.555254791,1787782672.836893797,0.000005245
1788107768.393614531,325095.556813666,1787782672.836800814,0.000004768
1788107769.398608923,325096.561897291,1787782672.836711645,0.000010014
1788107770.398970604,325097.562342291,1787782672.836628199,0.000013113
1788107771.403969765,325098.567417666,1787782672.836552143,0.000007868
1788107772.404920101,325099.568442958,1787782672.836477041,0.000014067
1788107773.409963131,325100.573553416,1787782672.836409807,0.000011683
1788107774.414988995,325101.578641833,1787782672.836347103,0.000005960
1788107775.418859482,325102.582572375,1787782672.836287022,0.000003099
1788107776.423881054,325103.587652333,1787782672.836228609,0.000005960
1788107777.424724579,325104.588548791,1787782672.836175680,0.000005007
1788107778.429759502,325105.593636666,1787782672.836122751,0.000009060
1788107779.431263924,325106.595188166,1787782672.836075783,0.000006199
1788107780.431345463,325107.595316416,1787782672.836029053,0.000010967
1788107781.435942650,325108.599955375,1787782672.835987329,0.000011206
1788107782.441018105,325109.605072291,1787782672.835945845,0.000012159
1788107783.455028057,325110.619119458,1787782672.835908651,0.000007868
1788107784.457413435,325111.621539875,1787782672.835873604,0.000004768
1788107785.462456226,325112.626615958,1787782672.835840225,0.000004053
1788107786.466640949,325113.630833958,1787782672.835807085,0.000005960
1788107787.468583107,325114.632805750,1787782672.835777283,0.000003815
1788107788.469917774,325115.634170041,1787782672.835747719,0.000006914
1788107789.472194672,325116.636473541,1787782672.835721016,0.000005007
1788107790.477297783,325117.641608250,1787782672.835689545,0.000017881
1788107791.482401371,325118.646732833,1787782672.835668564,0.000010967
1788107792.487472534,325119.651827791,1787782672.835644722,0.000010967
1788107793.492529869,325120.656906833,1787782672.835623026,0.000007868
1788107794.496628523,325121.661028875,1787782672.835599661,0.000012875
1788107795.501554966,325122.665976250,1787782672.835578680,0.000017881
1788107796.503430367,325123.667867250,1787782672.835563183,0.000008821
1788107797.508486509,325124.672939958,1787782672.835546494,0.000004768
1788107798.513556957,325125.678031500,1787782672.835525513,0.000013828
1788107799.514046192,325126.678536291,1787782672.835510015,0.000012159
1788107800.515433311,325127.679936875,1787782672.835496426,0.000005007
1788107801.520508528,325128.685031291,1787782672.835477352,0.000015259
1788107802.523492336,325129.688025250,1787782672.835467100,0.000005007
1788107803.528558493,325130.693104416,1787782672.835453987,0.000004768
1788107804.530697107,325131.695258625,1787782672.835438490,0.000010014
1788107805.535791397,325132.700368083,1787782672.835423231,0.000015020
1788107806.538972378,325133.703562625,1787782672.835409641,0.000019073
1788107807.543096542,325134.707695500,1787782672.835401058,0.000010967
1788107808.547851086,325135.712458666,1787782672.835392475,0.000004053
1788107809.551337242,325136.715956666,1787782672.835380554,0.000007868
1788107810.556397438,325137.721026375,1787782672.835371017,0.000005007
1788107811.559620857,325138.724261250,1787782672.835359573,0.000007868
1788107812.564690113,325139.729340000,1787782672.835350037,0.000007868
1788107813.569758892,325140.734418083,1787782672.835340738,0.000006199
1788107814.571574688,325141.736249583,1787782672.835325003,0.000023127
1788107815.576698542,325142.741379583,1787782672.835319042,0.000017166
1788107816.581787109,325143.746474541,1787782672.835312605,0.000010014
1788107817.586900473,325144.751596125,1787782672.835304260,0.000009060
1788107818.588013649,325145.752715500,1787782672.835298061,0.000005007
1788107819.588847160,325146.753560583,1787782672.835286617,0.000014067
1788107820.589400053,325147.754132625,1787782672.835267544,0.000040054
1788107821.590478420,325148.755207875,1787782672.835270643,0.000017166
1788107822.591349602,325149.756084166,1787782672.835265398,0.000010729
1788107823.594809532,325150.759551791,1787782672.835257769,0.000013113
1788107824.597419024,325151.762166125,1787782672.835253000,0.000008106
1788107825.597512245,325152.762266041,1787782672.835246086,0.000005960
1788107826.601656914,325153.766417583,1787782672.835239410,0.000005960
1788107827.603866577,325154.768632875,1787782672.835233688,0.000005007
1788107828.608938932,325155.773713333,1787782672.835225582,0.000008106
1788107829.614029884,325156.778811083,1787782672.835218906,0.000007868
1788107830.614224434,325157.779011708,1787782672.835212708,0.000008821
1788107831.614342690,325158.779134875,1787782672.835207701,0.000006914
1788107832.619430542,325159.784230291,1787782672.835200310,0.000009060
1788107833.624501467,325160.789307041,1787782672.835194349,0.000009060
1788107834.628434658,325161.793245416,1787782672.835189342,0.000008821
1788107835.633507490,325162.798323458,1787782672.835184097,0.000004768
1788107836.638582468,325163.803404541,1787782672.835177898,0.000007153
1788107837.642992973,325164.807819500,1787782672.835173368,0.000003815
1788107838.645409584,325165.810242375,1787782672.835167170,0.000007153
1788107839.650489330,325166.815329125,1787782672.835160255,0.000008821
1788107840.655563831,325167.820410291,1787782672.835153580,0.000010014
1788107841.659784079,325168.824634833,1787782672.835149288,0.000008106
1788107842.663897991,325169.828754041,1787782672.835144043,0.000008106
1788107843.668011427,325170.832874083,1787782672.835137367,0.000010967
1788107844.671812534,325171.836678791,1787782672.835133791,0.000006914
1788107845.676875114,325172.841745125,1787782672.835129976,0.000004053
1788107846.681942940,325173.846819083,1787782672.835123777,0.000005960
1788107847.686543465,325174.851425666,1787782672.835117817,0.000009060
1788107848.690321922,325175.855208875,1787782672.835113049,0.000007868
1788107849.692842007,325176.857733375,1787782672.835108519,0.000004053
1788107850.697949409,325177.862851500,1787782672.835098028,0.000019073
1788107851.701136589,325178.866037875,1787782672.835098743,0.000002861
1788107852.705266953,325179.870174958,1787782672.835092068,0.000007868
1788107853.710337639,325180.875249958,1787782672.835087776,0.000007153
1788107854.710916519,325181.875833083,1787782672.835083485,0.000004768
1788107855.715990543,325182.880913041,1787782672.835077524,0.000007153
1788107856.720781803,325183.885708833,1787782672.835072994,0.000005960
1788107857.725856543,325184.890788458,1787782672.835067987,0.000005245
1788107858.726127625,325185.891065333,1787782672.835062265,0.000006914
1788107859.731193542,325186.896134916,1787782672.835058689,0.000004768
1788107860.734399796,325187.899346458,1787782672.835053444,0.000004053
1788107861.735609531,325188.900561125,1787782672.835048437,0.000004768
1788107862.740676403,325189.905633125,1787782672.835043192,0.000005007
1788107863.741837025,325190.906798333,1787782672.835038662,0.000005960
1788107864.742239475,325191.907210333,1787782672.835029125,0.000016689
1788107865.747194529,325192.912165166,1787782672.835029364,0.000004768
1788107866.748747349,325193.913748833,1787782672.834998608,0.000065088
1788107867.749306917,325194.914293083,1787782672.835013866,0.000018120
1788107868.751544476,325195.916531541,1787782672.835012913,0.000009060
1788107869.755810499,325196.920802375,1787782672.835008144,0.000010967
1788107870.755899429,325197.920895833,1787782672.835003614,0.000008821
1788107871.761038542,325198.926040750,1787782672.834997892,0.000010967
1788107872.764111519,325199.929115875,1787782672.834995747,0.000004768
1788107873.768264532,325200.933275375,1787782672.834989071,0.000009060
1788107874.772809505,325201.937825708,1787782672.834983826,0.000010967
1788107875.777900934,325202.942922791,1787782672.834978104,0.000011921
1788107876.779066086,325203.944088958,1787782672.834977150,0.000003815
1788107877.784143448,325204.949173333,1787782672.834969997,0.000009060
1788107878.784591913,325205.949625166,1787782672.834966660,0.000003815
1788107879.788686275,325206.953728708,1787782672.834957600,0.000015020
1788107880.790048122,325207.955095833,1787782672.834952354,0.000017881
1788107881.794898987,325208.959947708,1787782672.834951162,0.000010014
1788107882.796262026,325209.961314375,1787782672.834947586,0.000005722
1788107883.801335096,325210.966392041,1787782672.834943056,0.000006199
1788107884.806404114,325211.971465458,1787782672.834938765,0.000005960
1788107885.809311867,325212.974378500,1787782672.834933281,0.000005960
1788107886.814374447,325213.979445916,1787782672.834928513,0.000006914
1788107887.819451571,325214.984529083,1787782672.834922552,0.000009060
1788107888.823481560,325215.988563250,1787782672.834918261,0.000008821
1788107889.826015949,325216.991103750,1787782672.834912300,0.000011683
1788107890.826617241,325217.991708250,1787782672.834908962,0.000006914
1788107891.831709862,325218.996809083,1787782672.834900856,0.000015974
1788107892.836317539,325220.001417208,1787782672.834900379,0.000006914
1788107893.839138031,325221.004242083,1787782672.834895849,0.000006199
1788107894.839203835,325222.004313333,1787782672.834890604,0.000005960
1788107895.839380980,325223.004493666,1787782672.834887266,0.000004292
1788107896.843500137,325224.008618416,1787782672.834881783,0.000005960
1788107897.847854137,325225.012976791,1787782672.834877253,0.000004053
1788107898.848639011,325226.013767458,1787782672.834871531,0.000008106
1788107899.853558064,325227.018690875,1787782672.834867239,0.000006199
1788107900.858634472,325228.023772708,1787782672.834861755,0.000007153
1788107901.861528397,325229.026742083,1787782672.834786415,0.000154972
1788107902.864320993,325230.029468208,1787782672.834852695,0.000008106
1788107903.864464045,325231.029617625,1787782672.834846497,0.000011921
1788107904.864768505,325232.029924791,1787782672.834843636,0.000007153
1788107905.869849920,325233.035012250,1787782672.834837675,0.000010014
1788107906.872888565,325234.038055666,1787782672.834832907,0.000011206
1788107907.873032570,325235.038206125,1787782672.834826469,0.000015020
1788107908.878144503,325236.043323625,1787782672.834820986,0.000019073
1788107909.883228540,325237.048409958,1787782672.834818602,0.000010967
1788107910.884377003,325238.049566208,1787782672.834810734,0.000020027
1788107911.889467478,325239.054657791,1787782672.834809780,0.000010967
1788107912.894528389,325240.059724875,1787782672.834803581,0.000012636
1788107913.899618626,325241.064819166,1787782672.834799528,0.000013113
1788107914.903294563,325242.068501958,1787782672.834792614,0.000018835
1788107915.908538818,325243.073874208,1787782672.834664583,0.000272036
1788107916.908978462,325244.074190083,1787782672.834788322,0.000005007
1788107917.911587238,325245.076808208,1787782672.834779024,0.000017881
1788107918.914364338,325246.079588833,1787782672.834775448,0.000013113
1788107919.919457912,325247.084687375,1787782672.834770441,0.000014067
1788107920.924549103,325248.089783458,1787782672.834765673,0.000014067
1788107921.926387310,325249.091627250,1787782672.834759951,0.000015020
1788107922.931065083,325250.096310875,1787782672.834754229,0.000020027
1788107923.936160803,325251.101407416,1787782672.834753275,0.000010014
1788107924.939196587,325252.104447250,1787782672.834749222,0.000009060
1788107925.939361095,325253.104618833,1787782672.834742308,0.000013828
1788107926.940821171,325254.106088250,1787782672.834733009,0.000024080
1788107927.944156647,325255.109424625,1787782672.834732056,0.000017166
1788107928.948133469,325256.113406083,1787782672.834727287,0.000017166
1788107929.952497959,325257.117774583,1787782672.834723473,0.000014067
1788107930.953736544,325258.119016041,1787782672.834720612,0.000009060
1788107931.958852053,325259.124138333,1787782672.834713697,0.000018120
1788107932.963959932,325260.129249750,1787782672.834710121,0.000011921
1788107933.969083071,325261.134383541,1787782672.834699631,0.000025749
1788107934.973609447,325262.138908250,1787782672.834701300,0.000013113
1788107935.977054119,325263.142359125,1787782672.834695101,0.000017881
1788107936.980558872,325264.145869083,1787782672.834689856,0.000015974
1788107937.985666990,325265.150986000,1787782672.834681034,0.000025749
1788107938.986310482,325266.151627958,1787782672.834682465,0.000010967
1788107939.991360664,325267.156679875,1787782672.834680796,0.000005007
1788107940.996437073,325268.161765375,1787782672.834671736,0.000015974
1788107941.998275995,325269.163604541,1787782672.834671497,0.000003815
1788107943.002822876,325270.168161875,1787782672.834661007,0.000017881
1788107944.006909132,325271.172249583,1787782672.834659576,0.000010014
