t_rel_s,code,label,time_unix,time_lsl,time_perf,offset_unix_minus_lsl,time_webapp,webapp_minus_local_ms,inserted_to_board,raw
132.645889,411.000000,411,1788108869.085066,326196.217022,101031.102501,1787782672.868043,1788108869.083000,-2.065897,True,"{""marker"":411,""timestamp"":1788108869.083}"
132.646024,420.000000,420,1788108869.085201,326196.217158,101031.102636,1787782672.868044,1788108869.083000,-2.201319,True,"{""marker"":420,""timestamp"":1788108869.083}"
133.186642,431.000000,431,1788108869.625819,326196.757776,101031.643257,1787782672.868043,1788108869.624000,-1.819134,True,"{""marker"":431,""timestamp"":1788108869.624}"
134.657819,441.000000,441,1788108871.096996,326198.228955,101033.114439,1787782672.868040,1788108871.095000,-1.995802,True,"{""marker"":441,""timestamp"":1788108871.095}"
134.658114,411.000000,411,1788108871.097291,326198.229246,101033.114726,1787782672.868046,1788108871.095000,-2.291441,True,"{""marker"":411,""timestamp"":1788108871.095}"
134.658375,420.000000,420,1788108871.097552,326198.229505,101033.114985,1787782672.868046,1788108871.095000,-2.551556,True,"{""marker"":420,""timestamp"":1788108871.095}"
135.091051,431.000000,431,1788108871.530228,326198.662184,101033.547665,1787782672.868045,1788108871.528000,-2.228260,True,"{""marker"":431,""timestamp"":1788108871.528}"
136.530976,441.000000,441,1788108872.970153,326200.102108,101034.987591,1787782672.868044,1788108872.967000,-3.152609,True,"{""marker"":441,""timestamp"":1788108872.967}"
136.531500,411.000000,411,1788108872.970677,326200.102630,101034.988110,1787782672.868047,1788108872.968000,-2.676964,True,"{""marker"":411,""timestamp"":1788108872.968}"
136.531970,420.000000,420,1788108872.971147,326200.103099,101034.988579,1787782672.868047,1788108872.968000,-3.146648,True,"{""marker"":420,""timestamp"":1788108872.968}"
137.154346,431.000000,431,1788108873.593524,326200.725479,101035.610962,1787782672.868045,1788108873.592000,-1.523495,True,"{""marker"":431,""timestamp"":1788108873.592}"
137.851628,441.000000,441,1788108874.290805,326201.422759,101036.308242,1787782672.868047,1788108874.289000,-1.805305,True,"{""marker"":441,""timestamp"":1788108874.289}"
137.852099,401.000000,401,1788108874.291276,326201.423227,101036.308708,1787782672.868048,1788108874.289000,-2.275944,True,"{""marker"":401,""timestamp"":1788108874.289}"
141.350238,120.000000,120,1788108877.789415,326204.921367,101039.806852,1787782672.868048,1788108877.788000,-1.414776,True,"{""marker"":120,""timestamp"":1788108877.788}"
143.357903,121.000000,121,1788108879.797080,326206.929026,101041.814507,1787782672.868054,1788108879.795000,-2.079964,True,"{""marker"":121,""timestamp"":1788108879.795}"
143.358491,203.000000,203,1788108879.797668,326206.929614,101041.815093,1787782672.868054,1788108879.796000,-1.668453,True,"{""marker"":203,""timestamp"":1788108879.796}"
143.987116,213.000000,213,1788108880.426293,326207.558240,101042.443722,1787782672.868053,1788108880.425000,-1.292944,True,"{""marker"":213,""timestamp"":1788108880.425}"
144.501069,220.000000,220,1788108880.940246,326208.072190,101042.957671,1787782672.868055,1788108880.939000,-1.245737,True,"{""marker"":220,""timestamp"":1788108880.939}"
144.501432,213.000000,213,1788108880.940609,326208.072553,101042.958032,1787782672.868056,1788108880.939000,-1.609564,True,"{""marker"":213,""timestamp"":1788108880.939}"
145.221540,220.000000,220,1788108881.660717,326208.792664,101043.678145,1787782672.868054,1788108881.659000,-1.717567,True,"{""marker"":220,""timestamp"":1788108881.659}"
145.221948,213.000000,213,1788108881.661125,326208.793069,101043.678549,1787782672.868056,1788108881.660000,-1.125336,True,"{""marker"":213,""timestamp"":1788108881.66}"
145.790472,220.000000,220,1788108882.229649,326209.361594,101044.247075,1787782672.868055,1788108882.228000,-1.648664,True,"{""marker"":220,""timestamp"":1788108882.228}"
145.790916,213.000000,213,1788108882.230093,326209.362036,101044.247516,1787782672.868057,1788108882.229000,-1.092911,True,"{""marker"":213,""timestamp"":1788108882.229}"
146.381404,220.000000,220,1788108882.820581,326209.952525,101044.838007,1787782672.868056,1788108882.819000,-1.580954,True,"{""marker"":220,""timestamp"":1788108882.819}"
146.381791,213.000000,213,1788108882.820968,326209.952911,101044.838390,1787782672.868057,1788108882.820000,-0.967979,True,"{""marker"":213,""timestamp"":1788108882.82}"
147.117713,220.000000,220,1788108883.556890,326210.688835,101045.574317,1787782672.868055,1788108883.555000,-1.889944,True,"{""marker"":220,""timestamp"":1788108883.555}"
147.118116,213.000000,213,1788108883.557293,326210.689235,101045.574714,1787782672.868058,1788108883.556000,-1.292944,True,"{""marker"":213,""timestamp"":1788108883.556}"
147.459137,220.000000,220,1788108883.898314,326211.030258,101045.915739,1787782672.868057,1788108883.897000,-1.314402,True,"{""marker"":220,""timestamp"":1788108883.897}"
147.459516,213.000000,213,1788108883.898693,326211.030634,101045.916113,1787782672.868059,1788108883.897000,-1.693010,True,"{""marker"":213,""timestamp"":1788108883.897}"
147.825649,220.000000,220,1788108884.264827,326211.396769,101046.282252,1787782672.868058,1788108884.264000,-0.826597,True,"{""marker"":220,""timestamp"":1788108884.264}"
148.336579,400.000000,400,1788108884.775756,326211.907700,101046.793182,1787782672.868057,1788108884.774000,-1.756430,True,"{""marker"":400,""timestamp"":1788108884.774}"
148.336829,410.000000,410,1788108884.776006,326211.907947,101046.793426,1787782672.868059,1788108884.774000,-2.006054,True,"{""marker"":410,""timestamp"":1788108884.774}"
148.337238,420.000000,420,1788108884.776415,326211.908356,101046.793835,1787782672.868059,1788108884.774000,-2.415419,True,"{""marker"":420,""timestamp"":1788108884.774}"
149.042593,430.000000,430,1788108885.481770,326212.613713,101047.499195,1787782672.868057,1788108885.480000,-1.769543,True,"{""marker"":430,""timestamp"":1788108885.48}"
150.293019,450.000000,450,1788108886.732196,326213.864137,101048.749618,1787782672.868059,1788108886.731000,-1.195908,True,"{""marker"":450,""timestamp"":1788108886.731}"
150.687280,440.000000,440,1788108887.126457,326214.258396,101049.143877,1787782672.868061,1788108887.125000,-1.457453,True,"{""marker"":440,""timestamp"":1788108887.125}"
150.687715,410.000000,410,1788108887.126892,326214.258830,101049.144309,1787782672.868062,1788108887.125000,-1.891613,True,"{""marker"":410,""timestamp"":1788108887.125}"
150.687846,420.000000,420,1788108887.127023,326214.258960,101049.144439,1787782672.868062,1788108887.125000,-2.022743,True,"{""marker"":420,""timestamp"":1788108887.125}"
151.128961,430.000000,430,1788108887.568138,326214.700076,101049.585557,1787782672.868062,1788108887.567000,-1.137733,True,"{""marker"":430,""timestamp"":1788108887.567}"
151.555215,450.000000,450,1788108887.994392,326215.126392,101050.011876,1787782672.868000,1788108887.990000,-4.391909,True,"{""marker"":450,""timestamp"":1788108887.99}"
151.888449,440.000000,440,1788108888.327626,326215.459564,101050.345046,1787782672.868062,1788108888.326000,-1.626015,True,"{""marker"":440,""timestamp"":1788108888.326}"
151.888906,410.000000,410,1788108888.328083,326215.460019,101050.345499,1787782672.868063,1788108888.326000,-2.082586,True,"{""marker"":410,""timestamp"":1788108888.326}"
151.889053,420.000000,420,1788108888.328230,326215.460167,101050.345645,1787782672.868063,1788108888.326000,-2.229929,True,"{""marker"":420,""timestamp"":1788108888.326}"
152.288958,430.000000,430,1788108888.728135,326215.860073,101050.745555,1787782672.868062,1788108888.726000,-2.135038,True,"{""marker"":430,""timestamp"":1788108888.726}"
152.697848,450.000000,450,1788108889.137025,326216.268962,101051.154443,1787782672.868063,1788108889.136000,-1.024961,True,"{""marker"":450,""timestamp"":1788108889.136}"
153.026306,440.000000,440,1788108889.465483,326216.597420,101051.482903,1787782672.868063,1788108889.464000,-1.482964,True,"{""marker"":440,""timestamp"":1788108889.464}"
153.026581,411.000000,411,1788108889.465758,326216.597694,101051.483174,1787782672.868064,1788108889.464000,-1.758337,True,"{""marker"":411,""timestamp"":1788108889.464}"
153.026708,420.000000,420,1788108889.465885,326216.597820,101051.483300,1787782672.868065,1788108889.464000,-1.884937,True,"{""marker"":420,""timestamp"":1788108889.464}"
153.408403,431.000000,431,1788108889.847580,326216.979517,101051.864998,1787782672.868062,1788108889.846000,-1.580000,True,"{""marker"":431,""timestamp"":1788108889.846}"
155.640641,441.000000,441,1788108892.079818,326219.211755,101054.097238,1787782672.868063,1788108892.078000,-1.817942,True,"{""marker"":441,""timestamp"":1788108892.078}"
155.640907,411.000000,411,1788108892.080084,326219.212017,101054.097496,1787782672.868067,1788108892.078000,-2.083778,True,"{""marker"":411,""timestamp"":1788108892.078}"
155.640995,420.000000,420,1788108892.080172,326219.212104,101054.097584,1787782672.868067,1788108892.078000,-2.171516,True,"{""marker"":420,""timestamp"":1788108892.078}"
156.092350,431.000000,431,1788108892.531527,326219.663464,101054.548947,1787782672.868063,1788108892.530000,-1.526594,True,"{""marker"":431,""timestamp"":1788108892.53}"
157.660753,441.000000,441,1788108894.099931,326221.231865,101056.117347,1787782672.868066,1788108894.098000,-1.930475,True,"{""marker"":441,""timestamp"":1788108894.098}"
157.661232,411.000000,411,1788108894.100409,326221.232341,101056.117820,1787782672.868068,1788108894.098000,-2.408981,True,"{""marker"":411,""timestamp"":1788108894.098}"
157.661356,420.000000,420,1788108894.100533,326221.232464,101056.117943,1787782672.868069,1788108894.098000,-2.532959,True,"{""marker"":420,""timestamp"":1788108894.098}"
158.069532,431.000000,431,1788108894.508709,326221.640642,101056.526123,1787782672.868067,1788108894.506000,-2.708912,True,"{""marker"":431,""timestamp"":1788108894.506}"
159.378819,441.000000,441,1788108895.817996,326222.949927,101057.835410,1787782672.868069,1788108895.816000,-1.996040,True,"{""marker"":441,""timestamp"":1788108895.816}"
159.379331,401.000000,401,1788108895.818508,326222.950438,101057.835917,1787782672.868070,1788108895.816000,-2.508163,True,"{""marker"":401,""timestamp"":1788108895.816}"
161.999010,101.000000,101,1788108898.438187,326225.570117,101060.455599,1787782672.868071,1788108898.437000,-1.187086,True,"{""marker"":101,""timestamp"":1788108898.437}"
162.020592,610.000000,610,1788108898.459769,326225.591702,101060.477186,1787782672.868067,1788108898.459000,-0.769377,True,"{""marker"":610,""timestamp"":1788108898.459}"
